Event#, Q2, W, MX, xF1, xF2, y, x, z, Mh, phperp, phiH, phiR, theta
11717087, 3.75, 3.17, 1.87, 0.06, 0.06, 0.65, 0.29, 0.44, 0.29, 0.98, 3.90, 5.23, 1.67
11721024, 2.27, 3.40, 1.66, 0.33, 0.33, 0.65, 0.18, 0.67, 0.98, 0.84, 2.79, 0.64, 1.29
11721024, 2.27, 3.40, 2.13, 0.19, 0.19, 0.65, 0.18, 0.51, 0.98, 0.53, 3.91, 6.24, 1.54
11721543, 1.93, 2.80, 1.83, 0.17, 0.17, 0.45, 0.22, 0.57, 0.73, 0.13, 0.29, 1.11, 1.54
11722043, 6.05, 2.76, 1.98, 0.17, 0.17, 0.64, 0.47, 0.45, 0.28, 0.45, 2.48, 0.09, 1.29
11724283, 2.23, 3.79, 2.24, 0.21, 0.21, 0.79, 0.14, 0.58, 0.84, 0.75, 5.10, 2.68, 1.70
11727436, 2.32, 2.74, 1.51, 0.23, 0.23, 0.45, 0.26, 0.69, 0.47, 0.55, 3.12, 5.49, 1.79
11727848, 3.16, 3.55, 2.22, 0.02, 0.02, 0.75, 0.21, 0.45, 1.27, 0.28, 3.02, 0.50, 1.81
11732691, 1.97, 3.46, 1.71, 0.33, 0.33, 0.66, 0.15, 0.73, 0.53, 0.76, 3.99, 5.66, 1.40
11732961, 2.10, 2.96, 1.70, 0.13, 0.13, 0.50, 0.21, 0.55, 0.77, 0.69, 2.78, 4.69, 1.66
11735837, 2.79, 3.64, 2.48, 0.12, 0.12, 0.76, 0.18, 0.48, 0.72, 0.53, 4.23, 2.11, 1.84
11741745, 2.70, 3.74, 2.10, 0.22, 0.22, 0.79, 0.17, 0.69, 0.88, 0.24, 1.57, 0.31, 1.73
11744106, 2.98, 2.87, 1.61, 0.37, 0.37, 0.52, 0.29, 0.73, 0.66, 0.20, 1.02, 5.10, 1.33
11750449, 3.78, 3.55, 2.33, 0.21, 0.21, 0.78, 0.24, 0.52, 0.68, 0.56, 4.20, 1.97, 1.56
11751678, 2.78, 3.27, 2.00, 0.12, 0.12, 0.63, 0.22, 0.55, 0.48, 0.75, 2.53, 0.74, 1.95
11751678, 2.78, 3.27, 2.02, 0.08, 0.08, 0.63, 0.22, 0.55, 0.81, 0.56, 3.55, 5.27, 1.92
11753863, 2.11, 3.64, 2.82, 0.14, 0.14, 0.73, 0.15, 0.36, 0.54, 0.32, 3.26, 1.46, 1.49
11757789, 3.39, 3.07, 2.16, 0.20, 0.20, 0.60, 0.28, 0.49, 0.57, 0.28, 4.35, 1.03, 1.61
11758761, 1.97, 3.26, 2.16, 0.09, 0.09, 0.59, 0.17, 0.53, 0.64, 0.44, 2.75, 1.74, 1.84
11760558, 1.91, 3.78, 1.63, 0.40, 0.40, 0.77, 0.12, 0.74, 0.59, 1.06, 2.32, 5.10, 1.27
11761502, 2.17, 3.29, 2.22, 0.25, 0.25, 0.61, 0.18, 0.50, 0.52, 0.56, 2.96, 0.34, 1.35
11765191, 2.26, 3.17, 1.92, 0.27, 0.27, 0.57, 0.20, 0.61, 0.57, 0.54, 2.87, 0.96, 1.46
11765408, 3.90, 2.62, 1.82, 0.19, 0.19, 0.50, 0.40, 0.53, 0.38, 0.28, 2.27, 0.57, 1.64
11766318, 1.85, 2.92, 1.69, 0.22, 0.22, 0.48, 0.20, 0.64, 0.55, 0.58, 3.21, 5.37, 1.72
11770238, 2.65, 3.34, 2.09, 0.06, 0.06, 0.65, 0.20, 0.48, 1.22, 0.14, 3.72, 2.48, 1.55
11773927, 2.79, 3.20, 1.56, 0.05, 0.05, 0.61, 0.23, 0.75, 0.91, 0.56, 4.30, 5.02, 2.03
11775445, 2.81, 2.96, 1.88, 0.19, 0.19, 0.54, 0.26, 0.63, 0.52, 0.23, 3.67, 0.46, 1.90
11779687, 2.01, 3.75, 2.70, 0.14, 0.14, 0.76, 0.13, 0.36, 0.57, 0.70, 3.66, 0.32, 1.70
11780080, 2.73, 3.36, 1.54, 0.01, 0.01, 0.66, 0.21, 0.65, 1.37, 0.76, 1.82, 3.86, 2.01
11781732, 2.42, 3.19, 1.98, 0.21, 0.21, 0.59, 0.21, 0.62, 0.80, 0.20, 3.45, 1.19, 1.67
11785230, 2.52, 3.05, 1.83, 0.09, 0.09, 0.55, 0.23, 0.48, 0.82, 0.68, 4.33, 6.15, 1.63
11785775, 2.84, 3.48, 2.09, 0.07, 0.07, 0.71, 0.20, 0.51, 0.91, 0.73, 4.17, 4.91, 1.38
11787566, 2.66, 3.14, 2.02, 0.23, 0.23, 0.59, 0.23, 0.57, 0.40, 0.53, 2.29, 0.20, 1.58
11791035, 2.43, 3.16, 2.10, 0.14, 0.14, 0.58, 0.21, 0.48, 0.50, 0.63, 3.89, 4.91, 1.41
11792451, 2.74, 3.33, 2.11, 0.13, 0.13, 0.65, 0.21, 0.51, 0.33, 0.79, 4.42, 0.67, 2.11
11793682, 1.91, 3.42, 1.72, 0.14, 0.14, 0.64, 0.15, 0.61, 0.73, 1.01, 0.92, 3.22, 1.99
11796939, 5.88, 2.79, 1.95, 0.25, 0.25, 0.64, 0.46, 0.51, 0.49, 0.23, 1.92, 0.62, 1.23
11798108, 1.78, 3.40, 2.26, 0.23, 0.23, 0.63, 0.14, 0.48, 0.73, 0.57, 2.83, 5.12, 1.36
11799666, 3.31, 2.66, 1.86, 0.21, 0.21, 0.48, 0.35, 0.52, 0.29, 0.34, 2.13, 4.56, 1.60
11800894, 3.27, 3.45, 1.81, 0.39, 0.39, 0.72, 0.23, 0.71, 0.69, 0.62, 3.39, 1.74, 1.17
11802961, 2.95, 3.35, 2.15, 0.08, 0.08, 0.67, 0.22, 0.40, 0.29, 0.93, 5.17, 2.07, 1.51
11807759, 3.40, 3.47, 2.53, 0.08, 0.08, 0.73, 0.23, 0.42, 0.78, 0.14, 0.09, 0.38, 1.64
11807904, 4.12, 3.42, 2.61, 0.13, 0.13, 0.75, 0.28, 0.39, 0.51, 0.32, 3.71, 1.01, 1.76
11808567, 4.70, 3.44, 1.99, 0.28, 0.28, 0.79, 0.30, 0.60, 1.04, 0.50, 2.20, 0.39, 1.32
11809706, 2.12, 3.49, 2.23, 0.23, 0.23, 0.68, 0.16, 0.51, 0.75, 0.65, 2.06, 3.85, 1.28
11813887, 2.37, 3.25, 1.59, 0.24, 0.24, 0.61, 0.20, 0.75, 1.19, 0.36, 1.86, 5.67, 1.67
11815328, 3.53, 2.69, 1.62, 0.29, 0.29, 0.50, 0.36, 0.64, 0.53, 0.40, 2.58, 4.81, 1.46
11818290, 2.47, 3.39, 2.39, 0.20, 0.20, 0.66, 0.19, 0.48, 0.59, 0.35, 4.21, 1.11, 1.61
11824337, 1.87, 3.00, 1.72, 0.23, 0.23, 0.50, 0.19, 0.68, 0.59, 0.48, 4.94, 1.78, 1.83
11827374, 4.23, 2.79, 2.05, 0.15, 0.15, 0.56, 0.38, 0.45, 0.32, 0.36, 3.84, 3.63, 1.51
11829973, 4.32, 3.48, 2.04, 0.22, 0.22, 0.78, 0.28, 0.64, 1.02, 0.21, 3.18, 4.70, 1.56
11829973, 4.32, 3.48, 2.19, 0.08, 0.08, 0.78, 0.28, 0.51, 0.71, 0.71, 2.44, 3.86, 1.84
11833758, 1.44, 3.87, 2.72, 0.19, 0.19, 0.78, 0.09, 0.44, 0.62, 0.60, 5.10, 0.78, 1.44
11834237, 1.50, 3.88, 2.37, 0.11, 0.11, 0.79, 0.10, 0.56, 0.66, 0.80, 3.19, 1.09, 2.09
11837612, 3.24, 3.54, 1.74, 0.19, 0.19, 0.75, 0.22, 0.75, 0.61, 0.65, 4.00, 4.74, 1.85
11841877, 1.60, 3.22, 1.69, 0.22, 0.22, 0.56, 0.14, 0.66, 1.37, 0.28, 3.57, 1.99, 1.36
11842622, 1.89, 3.61, 2.59, 0.21, 0.21, 0.70, 0.13, 0.44, 0.74, 0.30, 1.66, 4.32, 1.46
11842793, 2.58, 3.62, 1.75, 0.47, 0.47, 0.75, 0.17, 0.76, 1.44, 0.07, 3.57, 4.36, 1.02
11848588, 2.85, 3.55, 1.60, 0.28, 0.28, 0.73, 0.20, 0.79, 0.48, 0.71, 3.37, 5.46, 1.78
11848628, 1.89, 3.71, 1.68, 0.38, 0.38, 0.74, 0.13, 0.78, 1.05, 0.65, 3.30, 4.76, 1.30
11849348, 4.52, 3.34, 1.89, 0.36, 0.36, 0.74, 0.31, 0.62, 0.59, 0.73, 3.91, 5.94, 1.06
11850249, 6.37, 2.93, 2.16, 0.15, 0.15, 0.71, 0.45, 0.38, 0.47, 0.43, 3.23, 0.68, 1.56
11852899, 2.09, 3.46, 2.29, 0.03, 0.03, 0.66, 0.16, 0.46, 0.94, 0.47, 2.65, 1.10, 1.81
11857317, 1.70, 3.79, 2.09, 0.11, 0.11, 0.76, 0.11, 0.54, 1.45, 0.62, 4.62, 5.29, 1.20
11858909, 3.91, 2.71, 1.51, 0.19, 0.19, 0.52, 0.38, 0.71, 0.75, 0.28, 4.78, 5.07, 1.60
11859401, 4.46, 2.84, 1.76, 0.14, 0.14, 0.58, 0.38, 0.58, 0.48, 0.52, 3.71, 2.41, 1.81
11860421, 2.85, 3.51, 2.42, 0.16, 0.16, 0.72, 0.20, 0.49, 0.43, 0.57, 3.80, 5.64, 1.75
11861841, 3.36, 3.27, 1.75, 0.37, 0.37, 0.66, 0.25, 0.71, 1.11, 0.10, 1.71, 0.74, 1.20
11862827, 6.44, 2.75, 1.85, 0.07, 0.07, 0.66, 0.49, 0.41, 0.52, 0.57, 3.15, 4.73, 1.60
11867840, 1.49, 3.90, 2.28, 0.39, 0.39, 0.79, 0.09, 0.64, 0.60, 0.64, 3.72, 5.70, 1.10
11869083, 3.70, 3.23, 1.67, 0.48, 0.48, 0.67, 0.28, 0.73, 0.91, 0.42, 3.74, 0.67, 1.09
11870128, 4.05, 3.11, 1.84, 0.25, 0.25, 0.65, 0.32, 0.68, 0.72, 0.06, 4.72, 0.82, 1.64
11871878, 2.53, 3.25, 1.86, 0.22, 0.22, 0.61, 0.21, 0.65, 0.74, 0.54, 3.42, 5.04, 1.60
11872673, 2.44, 3.55, 2.34, 0.21, 0.21, 0.71, 0.17, 0.53, 0.42, 0.61, 4.75, 1.75, 1.69
11872673, 2.44, 3.55, 2.56, 0.21, 0.21, 0.71, 0.17, 0.42, 0.74, 0.37, 0.94, 4.26, 1.40
11872822, 3.27, 3.57, 2.27, 0.28, 0.28, 0.76, 0.22, 0.59, 0.54, 0.46, 3.24, 4.93, 1.40
11873092, 3.21, 3.19, 1.75, 0.35, 0.35, 0.63, 0.26, 0.71, 0.86, 0.33, 0.57, 0.85, 1.18
11877453, 4.97, 3.14, 1.70, 0.20, 0.20, 0.70, 0.36, 0.66, 0.88, 0.57, 1.53, 5.08, 1.84
11879813, 1.26, 3.40, 2.03, 0.30, 0.30, 0.60, 0.11, 0.64, 0.72, 0.45, 1.92, 0.17, 1.37
11879813, 1.26, 3.40, 2.06, 0.31, 0.31, 0.60, 0.11, 0.63, 0.67, 0.44, 3.61, 5.54, 1.38
11880119, 2.01, 3.44, 2.52, 0.20, 0.20, 0.65, 0.15, 0.42, 0.58, 0.40, 4.59, 1.75, 1.45
11880349, 2.28, 3.47, 2.42, 0.22, 0.22, 0.68, 0.17, 0.47, 0.41, 0.59, 3.60, 0.26, 1.43
11890872, 4.03, 3.46, 2.23, 0.18, 0.18, 0.76, 0.27, 0.47, 0.49, 0.81, 3.97, 0.68, 1.67
11891960, 1.81, 3.86, 2.71, 0.15, 0.15, 0.80, 0.11, 0.47, 0.58, 0.54, 3.03, 1.02, 1.76
11891960, 1.81, 3.86, 2.54, 0.04, 0.04, 0.80, 0.11, 0.44, 0.38, 0.95, 3.46, 3.18, 1.93
11893908, 3.86, 2.89, 2.05, 0.17, 0.17, 0.57, 0.34, 0.50, 0.55, 0.16, 0.84, 0.67, 1.50
11894105, 1.97, 3.25, 2.07, 0.23, 0.23, 0.59, 0.17, 0.50, 0.57, 0.72, 2.66, 5.17, 1.40
11895358, 5.35, 3.18, 1.69, 0.36, 0.36, 0.73, 0.37, 0.71, 0.75, 0.48, 4.83, 2.03, 1.43
11903055, 2.23, 3.01, 1.97, 0.15, 0.15, 0.52, 0.21, 0.53, 0.35, 0.59, 2.81, 1.79, 1.68
11903154, 3.55, 2.83, 1.72, 0.21, 0.21, 0.54, 0.33, 0.54, 0.65, 0.61, 3.67, 1.35, 1.53
11903193, 1.67, 3.79, 2.62, 0.10, 0.10, 0.76, 0.11, 0.40, 0.77, 0.67, 2.92, 4.57, 1.54
11904438, 1.39, 3.78, 2.58, 0.07, 0.07, 0.74, 0.09, 0.43, 0.59, 0.76, 3.66, 4.94, 1.73
11906928, 7.54, 2.70, 1.60, 0.26, 0.26, 0.70, 0.54, 0.63, 0.72, 0.34, 0.77, 5.06, 1.46
11907448, 2.54, 3.11, 1.79, 0.19, 0.19, 0.57, 0.22, 0.51, 0.42, 0.92, 1.34, 4.09, 1.37
11911477, 2.37, 3.31, 1.97, 0.12, 0.12, 0.63, 0.19, 0.51, 0.88, 0.74, 6.28, 1.67, 1.50
11912323, 1.81, 3.25, 2.19, 0.24, 0.24, 0.58, 0.16, 0.48, 0.78, 0.43, 5.85, 2.82, 1.42
11912701, 4.77, 3.31, 1.93, 0.28, 0.28, 0.75, 0.32, 0.62, 0.66, 0.60, 2.70, 4.59, 1.43
11913262, 2.02, 3.22, 1.66, 0.17, 0.17, 0.58, 0.18, 0.75, 0.83, 0.37, 2.90, 4.30, 1.88
11914732, 2.92, 3.29, 2.34, 0.03, 0.03, 0.65, 0.23, 0.38, 0.53, 0.60, 4.58, 5.35, 1.55
11916897, 2.29, 3.38, 2.10, 0.12, 0.12, 0.64, 0.18, 0.52, 0.67, 0.72, 4.21, 2.13, 1.90
11924307, 2.97, 3.27, 2.37, 0.07, 0.07, 0.64, 0.23, 0.40, 0.70, 0.36, 5.11, 0.08, 1.58
11930784, 1.82, 3.29, 2.19, 0.20, 0.20, 0.59, 0.16, 0.54, 0.69, 0.30, 2.35, 1.18, 1.48
11930792, 2.50, 3.30, 1.69, 0.23, 0.23, 0.63, 0.20, 0.60, 0.96, 0.86, 4.47, 1.82, 1.66
11932844, 4.89, 3.10, 1.79, 0.16, 0.16, 0.68, 0.36, 0.63, 0.35, 0.68, 2.59, 0.00, 2.20
11932844, 4.89, 3.10, 1.81, 0.06, 0.06, 0.68, 0.36, 0.61, 0.87, 0.49, 3.42, 5.13, 2.02
11933824, 3.93, 3.18, 2.06, 0.08, 0.08, 0.66, 0.30, 0.44, 0.81, 0.59, 1.32, 5.80, 1.64
11935812, 4.72, 3.19, 2.05, 0.05, 0.05, 0.70, 0.34, 0.52, 0.78, 0.46, 2.90, 4.38, 1.95
11936692, 1.54, 3.67, 2.69, 0.11, 0.11, 0.71, 0.11, 0.37, 0.74, 0.46, 3.85, 1.89, 1.60
11937851, 2.33, 3.63, 2.25, 0.12, 0.12, 0.73, 0.16, 0.47, 0.49, 0.95, 4.70, 0.65, 1.86
11937851, 2.33, 3.63, 2.38, 0.13, 0.13, 0.73, 0.16, 0.47, 0.80, 0.65, 4.18, 1.69, 1.83
11938049, 3.93, 3.02, 1.78, 0.23, 0.23, 0.61, 0.32, 0.65, 0.66, 0.38, 2.21, 5.67, 1.75
11938828, 3.27, 3.67, 2.76, 0.07, 0.07, 0.80, 0.21, 0.35, 0.84, 0.04, 1.73, 1.09, 1.58
11939093, 4.00, 2.98, 2.00, 0.13, 0.13, 0.60, 0.33, 0.42, 0.34, 0.73, 4.34, 1.43, 1.55
11940662, 4.25, 3.31, 1.85, 0.16, 0.16, 0.72, 0.30, 0.66, 0.60, 0.65, 3.51, 4.54, 1.78
11941842, 1.75, 3.81, 2.56, 0.14, 0.14, 0.77, 0.11, 0.52, 0.83, 0.29, 4.89, 1.53, 1.88
11941951, 2.13, 3.70, 2.07, 0.39, 0.39, 0.75, 0.14, 0.67, 0.90, 0.50, 4.40, 6.21, 1.18
11943906, 3.25, 3.46, 1.86, 0.01, 0.01, 0.72, 0.23, 0.47, 0.79, 1.05, 1.96, 3.48, 1.74
11949728, 2.85, 3.63, 2.02, 0.03, 0.03, 0.76, 0.19, 0.59, 1.08, 0.72, 5.18, 0.56, 2.01
11951093, 2.36, 3.23, 1.75, 0.12, 0.12, 0.60, 0.20, 0.66, 1.11, 0.44, 5.07, 1.02, 1.86
11952782, 2.78, 2.65, 1.63, 0.30, 0.30, 0.45, 0.31, 0.67, 0.53, 0.16, 3.64, 1.31, 1.47
11955670, 2.09, 3.75, 2.63, 0.10, 0.10, 0.77, 0.14, 0.44, 1.00, 0.12, 4.00, 1.55, 1.67
11956716, 2.01, 2.97, 1.81, 0.23, 0.23, 0.50, 0.20, 0.64, 0.52, 0.40, 1.33, 4.86, 1.75
11958477, 2.99, 3.60, 2.49, 0.17, 0.17, 0.76, 0.20, 0.45, 0.35, 0.71, 2.92, 0.57, 1.54
11958477, 2.99, 3.60, 2.55, 0.17, 0.17, 0.76, 0.20, 0.41, 0.72, 0.52, 1.48, 3.62, 1.45
11958636, 2.33, 3.75, 2.23, 0.13, 0.13, 0.78, 0.15, 0.48, 0.78, 0.98, 3.08, 1.00, 1.69
11959022, 1.76, 3.23, 1.86, 0.04, 0.04, 0.57, 0.16, 0.58, 0.70, 0.75, 2.40, 2.02, 1.73
11960890, 2.58, 3.52, 2.41, 0.21, 0.21, 0.71, 0.18, 0.53, 0.40, 0.43, 3.29, 0.52, 1.69
11964315, 1.80, 3.37, 1.70, 0.16, 0.16, 0.62, 0.15, 0.60, 1.06, 0.86, 2.69, 4.96, 1.76
11964332, 1.28, 3.90, 2.05, 0.17, 0.17, 0.78, 0.08, 0.57, 1.37, 0.83, 2.78, 4.39, 1.39
11967206, 2.13, 3.56, 2.50, 0.17, 0.17, 0.70, 0.15, 0.51, 0.42, 0.31, 3.76, 0.73, 1.89
11967769, 3.01, 3.24, 1.76, 0.28, 0.28, 0.63, 0.24, 0.62, 0.93, 0.70, 4.10, 1.60, 1.49
11969419, 2.79, 3.13, 1.73, 0.35, 0.35, 0.59, 0.24, 0.74, 0.66, 0.10, 0.63, 0.91, 1.40
11974409, 2.53, 3.52, 1.74, 0.04, 0.04, 0.71, 0.18, 0.66, 1.18, 0.76, 3.22, 1.88, 1.86
11975700, 2.83, 3.67, 2.66, 0.17, 0.17, 0.78, 0.18, 0.45, 0.35, 0.52, 1.96, 4.69, 1.72
11976464, 3.39, 3.14, 1.98, 0.20, 0.20, 0.62, 0.27, 0.56, 0.76, 0.41, 2.06, 4.70, 1.70
11979808, 5.11, 3.08, 1.84, 0.34, 0.34, 0.69, 0.37, 0.58, 0.66, 0.61, 2.15, 4.86, 1.20
11980627, 2.60, 3.40, 2.05, 0.21, 0.21, 0.67, 0.20, 0.61, 0.96, 0.30, 5.41, 1.49, 1.64
11983147, 4.44, 2.77, 1.75, 0.12, 0.12, 0.56, 0.40, 0.50, 0.33, 0.69, 1.94, 3.06, 1.56
11983712, 2.22, 3.30, 1.70, 0.42, 0.42, 0.61, 0.18, 0.72, 0.51, 0.70, 1.52, 4.76, 1.14
11986343, 3.78, 3.57, 2.71, 0.15, 0.15, 0.79, 0.24, 0.41, 0.34, 0.41, 2.84, 5.28, 1.81
11986921, 3.34, 3.34, 2.20, 0.04, 0.04, 0.68, 0.25, 0.49, 0.92, 0.36, 1.27, 6.20, 1.82
11987344, 3.86, 2.66, 1.58, 0.30, 0.30, 0.51, 0.38, 0.66, 0.80, 0.08, 1.86, 4.52, 1.36
11990539, 1.57, 3.53, 2.58, 0.15, 0.15, 0.66, 0.12, 0.39, 0.74, 0.37, 3.01, 5.50, 1.57
11991759, 2.28, 3.57, 2.72, 0.11, 0.11, 0.71, 0.16, 0.37, 0.71, 0.11, 4.87, 6.22, 1.53
11994334, 2.68, 3.74, 2.85, 0.08, 0.08, 0.79, 0.17, 0.36, 0.75, 0.19, 2.92, 1.05, 1.70
11994763, 3.25, 3.08, 1.65, 0.37, 0.37, 0.60, 0.27, 0.74, 0.58, 0.38, 2.60, 0.99, 1.35
11996465, 2.62, 3.46, 2.13, 0.06, 0.06, 0.69, 0.19, 0.51, 1.10, 0.49, 5.72, 5.19, 1.42
11996578, 3.72, 3.22, 1.79, 0.12, 0.12, 0.66, 0.28, 0.57, 1.10, 0.60, 3.62, 1.07, 1.84
11998358, 3.82, 3.58, 2.29, 0.40, 0.40, 0.79, 0.24, 0.59, 0.67, 0.30, 2.98, 5.52, 1.00
11998531, 1.96, 3.20, 1.70, 0.28, 0.28, 0.57, 0.17, 0.72, 0.77, 0.48, 2.99, 0.88, 1.60
12000693, 4.07, 3.33, 2.23, 0.01, 0.01, 0.72, 0.28, 0.42, 1.04, 0.21, 2.13, 0.32, 1.78
12003579, 4.44, 3.26, 1.66, 0.15, 0.15, 0.71, 0.31, 0.63, 1.35, 0.49, 2.90, 0.89, 1.62
12003967, 1.52, 3.49, 2.40, 0.13, 0.13, 0.64, 0.12, 0.44, 0.94, 0.31, 3.55, 1.56, 1.55
12004783, 2.14, 2.99, 1.87, 0.18, 0.18, 0.51, 0.21, 0.57, 0.77, 0.41, 3.34, 1.15, 1.67
12006847, 2.72, 3.55, 1.80, 0.19, 0.19, 0.73, 0.19, 0.60, 1.01, 0.96, 2.01, 3.69, 1.42
12009227, 1.95, 3.34, 2.31, 0.21, 0.21, 0.61, 0.16, 0.49, 0.37, 0.54, 3.25, 0.79, 1.51
12011060, 1.52, 3.27, 2.20, 0.11, 0.11, 0.57, 0.13, 0.46, 0.63, 0.61, 5.65, 0.90, 1.60
12012316, 2.32, 3.45, 1.72, 0.33, 0.33, 0.67, 0.17, 0.66, 0.74, 0.91, 3.14, 1.67, 1.04
12012681, 3.70, 3.37, 1.97, 0.08, 0.08, 0.71, 0.26, 0.63, 0.54, 0.62, 3.06, 2.31, 2.15
12019800, 4.06, 3.26, 2.20, 0.17, 0.17, 0.70, 0.29, 0.51, 0.65, 0.39, 4.06, 6.03, 1.69
12022073, 1.93, 2.90, 1.57, 0.32, 0.32, 0.47, 0.20, 0.70, 0.78, 0.48, 3.97, 6.01, 1.39
12022695, 3.37, 3.49, 1.77, 0.10, 0.10, 0.74, 0.23, 0.62, 1.01, 0.88, 3.91, 4.89, 1.50
12027348, 3.44, 3.55, 2.47, 0.23, 0.23, 0.76, 0.23, 0.47, 0.66, 0.45, 2.47, 0.85, 1.24
12027348, 3.44, 3.55, 2.53, 0.22, 0.22, 0.76, 0.23, 0.45, 0.63, 0.43, 4.43, 6.13, 1.28
12027438, 1.43, 3.89, 1.90, 0.29, 0.29, 0.79, 0.09, 0.73, 1.56, 0.26, 3.25, 5.06, 1.43
12030101, 3.44, 2.97, 2.01, 0.18, 0.18, 0.57, 0.30, 0.51, 0.47, 0.47, 4.56, 6.06, 1.51
12030101, 3.44, 2.97, 2.07, 0.17, 0.17, 0.57, 0.30, 0.50, 0.67, 0.15, 2.11, 0.92, 1.53
12030247, 3.49, 3.35, 1.87, 0.29, 0.29, 0.70, 0.25, 0.68, 0.58, 0.57, 2.69, 6.20, 1.62
12030242, 2.16, 3.66, 2.21, 0.21, 0.21, 0.74, 0.15, 0.56, 0.56, 0.82, 4.28, 1.20, 1.76
12030605, 1.99, 3.55, 2.10, 0.20, 0.20, 0.69, 0.15, 0.60, 0.47, 0.76, 3.50, 5.46, 1.76
12033452, 1.43, 3.61, 2.61, 0.15, 0.15, 0.68, 0.11, 0.39, 0.84, 0.35, 3.64, 5.93, 1.48
12033745, 1.95, 3.65, 1.56, 0.28, 0.28, 0.72, 0.14, 0.82, 1.51, 0.19, 0.91, 5.70, 1.54
12036494, 3.20, 3.15, 1.69, 0.00, 0.00, 0.61, 0.26, 0.45, 0.74, 0.96, 4.06, 5.54, 1.48
12038002, 1.93, 3.71, 2.33, 0.13, 0.13, 0.74, 0.13, 0.50, 1.19, 0.39, 4.46, 4.59, 1.26
12038293, 2.88, 2.87, 1.95, 0.23, 0.23, 0.51, 0.28, 0.53, 0.59, 0.30, 3.80, 6.28, 1.51
12038541, 3.28, 3.14, 1.66, 0.08, 0.08, 0.62, 0.27, 0.57, 0.42, 0.98, 3.96, 5.44, 2.01
12043280, 1.68, 3.86, 2.36, 0.26, 0.26, 0.79, 0.11, 0.57, 0.96, 0.57, 3.75, 5.92, 1.47
12045464, 2.08, 3.79, 2.77, 0.23, 0.23, 0.78, 0.13, 0.44, 0.65, 0.28, 3.82, 1.30, 1.39
12047227, 1.93, 3.75, 2.03, 0.38, 0.38, 0.76, 0.13, 0.68, 1.13, 0.43, 5.95, 1.10, 1.15
12048745, 2.53, 3.73, 2.22, 0.13, 0.13, 0.78, 0.16, 0.60, 1.29, 0.11, 0.79, 0.84, 1.62
12049855, 3.98, 3.51, 2.46, 0.15, 0.15, 0.78, 0.26, 0.43, 0.66, 0.55, 3.71, 5.22, 1.40
12050107, 1.45, 3.50, 2.09, 0.03, 0.03, 0.64, 0.11, 0.56, 0.78, 0.73, 4.27, 5.18, 1.91
12057028, 1.66, 3.46, 2.32, 0.13, 0.13, 0.64, 0.13, 0.52, 0.84, 0.26, 2.16, 4.51, 1.82
12057276, 2.13, 2.96, 2.06, 0.26, 0.26, 0.50, 0.21, 0.55, 0.40, 0.13, 3.29, 5.93, 1.42
12058068, 2.87, 3.33, 1.65, 0.39, 0.39, 0.66, 0.22, 0.72, 0.87, 0.68, 3.12, 0.26, 1.37
12058809, 4.73, 3.43, 2.52, 0.15, 0.15, 0.79, 0.30, 0.39, 0.77, 0.22, 2.12, 0.52, 1.39
12060422, 3.85, 3.43, 2.16, 0.23, 0.23, 0.74, 0.26, 0.57, 0.43, 0.62, 2.81, 1.61, 1.44
12060714, 1.63, 3.36, 2.16, 0.25, 0.25, 0.61, 0.14, 0.61, 0.35, 0.30, 3.30, 5.77, 1.74
12062431, 3.48, 3.02, 1.85, 0.07, 0.07, 0.59, 0.30, 0.59, 0.96, 0.16, 5.26, 5.24, 1.75
12063399, 3.32, 3.59, 2.43, 0.09, 0.09, 0.77, 0.22, 0.41, 0.99, 0.45, 4.70, 0.14, 1.52
12066324, 1.92, 3.20, 2.05, 0.10, 0.10, 0.57, 0.17, 0.48, 0.46, 0.76, 4.10, 2.62, 1.69
12067173, 1.44, 3.71, 2.54, 0.23, 0.23, 0.72, 0.10, 0.49, 0.45, 0.63, 4.77, 1.62, 1.46
12067173, 1.44, 3.71, 2.54, 0.13, 0.13, 0.72, 0.10, 0.45, 0.73, 0.62, 5.58, 0.90, 1.56
12067746, 2.95, 2.70, 1.58, 0.21, 0.21, 0.47, 0.32, 0.62, 0.59, 0.53, 1.11, 4.74, 1.76
12070027, 2.25, 3.22, 1.73, 0.36, 0.36, 0.59, 0.19, 0.71, 0.54, 0.60, 3.13, 0.14, 1.40
12070632, 2.28, 3.49, 2.19, 0.17, 0.17, 0.68, 0.17, 0.50, 0.88, 0.65, 2.68, 4.94, 1.65
12072409, 2.35, 3.63, 2.11, 0.00, 0.00, 0.74, 0.16, 0.51, 0.80, 0.93, 5.05, 0.01, 1.93
12074855, 2.76, 2.89, 1.81, 0.18, 0.18, 0.51, 0.27, 0.58, 0.72, 0.38, 2.58, 5.21, 1.77
12074952, 4.52, 3.12, 1.96, 0.23, 0.23, 0.67, 0.34, 0.63, 0.43, 0.26, 2.25, 0.24, 1.78
12075118, 3.49, 3.29, 2.07, 0.06, 0.06, 0.67, 0.26, 0.48, 0.74, 0.69, 1.87, 0.76, 1.55
12081856, 3.02, 3.56, 2.19, 0.04, 0.04, 0.74, 0.20, 0.49, 1.17, 0.49, 1.97, 6.17, 1.84
12083436, 2.63, 2.92, 1.65, 0.22, 0.22, 0.52, 0.26, 0.68, 0.98, 0.08, 2.22, 5.04, 1.60
