Event#, Q2, W, MX, xF1, xF2, y, x, z, Mh, phperp, phiH, phiR, theta
6637150, 2.52, 3.01, 1.68, 0.23, 0.23, 0.54, 0.24, 0.60, 0.52, 0.79, 2.23, 4.63, 1.55
6639920, 1.29, 3.84, 1.83, 0.39, 0.39, 0.76, 0.09, 0.77, 0.43, 0.71, 4.61, 1.61, 1.43
6641396, 2.49, 3.69, 2.17, 0.37, 0.37, 0.77, 0.16, 0.62, 1.02, 0.44, 3.58, 5.09, 1.06
6641537, 4.24, 3.01, 1.93, 0.32, 0.32, 0.63, 0.34, 0.60, 0.57, 0.29, 4.72, 1.60, 1.33
6641893, 1.84, 3.30, 1.59, 0.30, 0.30, 0.59, 0.16, 0.73, 0.59, 0.78, 2.07, 4.36, 1.61
6641933, 3.86, 3.15, 1.52, 0.46, 0.46, 0.65, 0.30, 0.74, 0.72, 0.66, 2.17, 5.77, 1.14
6642133, 3.58, 3.25, 2.32, 0.13, 0.13, 0.67, 0.27, 0.44, 0.79, 0.09, 1.83, 1.34, 1.47
6642592, 1.75, 3.15, 1.60, 0.19, 0.19, 0.54, 0.16, 0.76, 1.12, 0.03, 4.66, 1.37, 1.72
6645155, 1.58, 3.08, 1.67, 0.20, 0.20, 0.51, 0.16, 0.70, 0.59, 0.55, 3.62, 0.66, 1.95
6645102, 1.86, 3.42, 1.64, 0.28, 0.28, 0.64, 0.15, 0.81, 0.75, 0.19, 3.24, 1.11, 1.77
6646649, 2.02, 3.26, 2.28, 0.13, 0.13, 0.59, 0.17, 0.44, 0.86, 0.21, 1.71, 5.16, 1.65
6647408, 1.66, 3.34, 2.40, 0.21, 0.21, 0.60, 0.14, 0.44, 0.43, 0.51, 2.40, 5.09, 1.45
6650652, 2.77, 3.40, 1.53, 0.42, 0.42, 0.68, 0.21, 0.78, 1.49, 0.28, 0.84, 2.21, 1.10
6651653, 1.67, 3.55, 1.81, 0.47, 0.47, 0.67, 0.12, 0.75, 0.94, 0.37, 2.56, 1.02, 1.07
6653299, 2.84, 3.64, 2.09, 0.45, 0.45, 0.76, 0.19, 0.65, 0.82, 0.50, 3.20, 0.36, 1.00
6658342, 2.41, 3.35, 1.84, 0.17, 0.17, 0.64, 0.19, 0.55, 0.68, 0.95, 3.47, 5.84, 1.76
6660691, 1.81, 3.44, 2.34, 0.13, 0.13, 0.64, 0.14, 0.46, 0.46, 0.68, 3.49, 4.67, 1.54
6662438, 2.51, 3.53, 1.62, 0.24, 0.24, 0.71, 0.18, 0.80, 1.07, 0.41, 0.62, 6.23, 1.61
6664743, 2.45, 3.37, 1.83, 0.30, 0.30, 0.65, 0.19, 0.66, 0.49, 0.78, 3.97, 5.61, 1.28
6664743, 2.45, 3.37, 2.26, 0.18, 0.18, 0.65, 0.19, 0.52, 0.75, 0.32, 2.17, 0.70, 1.53
6665251, 2.59, 3.39, 1.64, 0.15, 0.15, 0.66, 0.20, 0.77, 1.13, 0.36, 4.43, 1.43, 1.98
6671822, 1.85, 3.86, 2.51, 0.04, 0.04, 0.80, 0.12, 0.45, 1.27, 0.23, 0.64, 5.34, 1.69
6674333, 2.77, 3.14, 2.25, 0.17, 0.17, 0.59, 0.24, 0.44, 0.53, 0.44, 1.79, 4.60, 1.66
6675474, 2.18, 3.63, 2.79, 0.12, 0.12, 0.73, 0.15, 0.35, 0.50, 0.43, 1.91, 0.03, 1.59
6677644, 2.99, 3.68, 2.60, 0.08, 0.08, 0.79, 0.19, 0.36, 0.78, 0.59, 2.31, 0.74, 1.48
6677829, 5.19, 3.04, 1.88, 0.13, 0.13, 0.68, 0.38, 0.51, 1.00, 0.34, 1.70, 6.26, 1.50
6678454, 5.65, 2.60, 1.62, 0.26, 0.26, 0.58, 0.49, 0.61, 0.62, 0.28, 1.84, 4.28, 1.50
6679517, 1.97, 3.01, 1.65, 0.39, 0.39, 0.51, 0.19, 0.75, 0.56, 0.12, 3.98, 5.74, 1.32
6679909, 2.82, 3.38, 2.03, 0.38, 0.38, 0.67, 0.21, 0.65, 0.45, 0.47, 1.96, 6.02, 1.12
6681457, 2.01, 3.02, 1.75, 0.42, 0.42, 0.51, 0.20, 0.71, 0.43, 0.23, 2.14, 5.92, 1.11
6681871, 2.75, 3.34, 2.27, 0.12, 0.12, 0.65, 0.21, 0.42, 0.88, 0.43, 4.93, 2.32, 1.70
6683277, 2.62, 3.59, 2.18, 0.11, 0.11, 0.74, 0.18, 0.47, 0.38, 1.03, 3.80, 1.65, 1.79
6684141, 3.46, 2.99, 1.94, 0.19, 0.19, 0.58, 0.30, 0.50, 0.79, 0.43, 1.69, 3.95, 1.50
6684959, 1.81, 3.79, 2.80, 0.10, 0.10, 0.77, 0.12, 0.38, 0.89, 0.05, 4.10, 0.49, 1.58
6686139, 7.60, 2.62, 1.78, 0.17, 0.17, 0.68, 0.56, 0.44, 0.46, 0.50, 4.37, 1.81, 1.55
6687183, 1.91, 3.36, 2.15, 0.13, 0.13, 0.62, 0.16, 0.49, 1.08, 0.32, 1.07, 3.78, 1.64
6688035, 5.21, 2.51, 1.57, 0.26, 0.26, 0.53, 0.49, 0.62, 0.67, 0.07, 4.29, 0.07, 1.43
6689197, 3.03, 3.48, 2.16, 0.28, 0.28, 0.72, 0.21, 0.57, 0.76, 0.55, 1.59, 4.54, 1.50
6689197, 3.03, 3.48, 2.30, 0.17, 0.17, 0.72, 0.21, 0.50, 0.89, 0.41, 0.99, 4.87, 1.65
6695295, 2.44, 3.04, 1.99, 0.11, 0.11, 0.54, 0.23, 0.47, 0.33, 0.72, 3.04, 4.27, 1.70
6697865, 1.87, 3.71, 1.93, 0.15, 0.15, 0.74, 0.13, 0.69, 0.56, 0.80, 1.80, 3.53, 2.07
6699547, 3.40, 2.99, 1.65, 0.45, 0.45, 0.58, 0.30, 0.71, 0.47, 0.45, 3.62, 0.08, 1.01
6701366, 2.28, 3.17, 1.90, 0.20, 0.20, 0.58, 0.20, 0.54, 0.52, 0.79, 2.84, 1.05, 1.36
6703384, 4.54, 2.70, 1.75, 0.17, 0.17, 0.55, 0.41, 0.54, 0.78, 0.21, 5.68, 1.13, 1.53
6703681, 2.35, 3.48, 2.05, 0.19, 0.19, 0.68, 0.17, 0.60, 1.19, 0.26, 2.05, 0.55, 1.48
6704244, 2.34, 2.76, 1.50, 0.26, 0.26, 0.46, 0.26, 0.77, 0.42, 0.23, 4.67, 0.25, 1.81
6709743, 2.74, 3.22, 1.86, 0.16, 0.16, 0.61, 0.22, 0.59, 1.23, 0.16, 5.40, 6.22, 1.42
6709812, 2.35, 3.22, 2.02, 0.27, 0.27, 0.59, 0.20, 0.57, 0.76, 0.43, 4.58, 1.94, 1.48
6714616, 4.31, 3.05, 1.77, 0.36, 0.36, 0.64, 0.34, 0.67, 0.88, 0.18, 2.46, 5.51, 1.28
6714616, 4.31, 3.05, 2.16, 0.15, 0.15, 0.64, 0.34, 0.44, 0.54, 0.47, 2.69, 5.17, 1.72
6719810, 2.37, 2.87, 1.63, 0.18, 0.18, 0.49, 0.24, 0.68, 0.86, 0.31, 5.80, 1.76, 1.79
6719819, 5.98, 3.27, 1.93, 0.07, 0.07, 0.79, 0.38, 0.46, 1.06, 0.63, 2.79, 1.02, 1.57
6721147, 3.49, 2.54, 1.52, 0.16, 0.16, 0.45, 0.39, 0.63, 0.57, 0.42, 3.51, 5.06, 1.74
6721825, 2.38, 2.81, 1.65, 0.24, 0.24, 0.47, 0.25, 0.56, 0.76, 0.59, 1.48, 4.24, 1.53
6724882, 3.98, 3.06, 2.09, 0.19, 0.19, 0.63, 0.32, 0.49, 0.39, 0.53, 3.25, 0.52, 1.68
6727058, 1.85, 3.42, 2.23, 0.02, 0.02, 0.64, 0.15, 0.41, 0.41, 0.88, 3.56, 3.79, 1.56
6727133, 3.49, 3.35, 2.45, 0.14, 0.14, 0.70, 0.25, 0.37, 0.39, 0.62, 2.54, 5.97, 1.62
6729109, 2.18, 3.80, 2.29, 0.19, 0.19, 0.79, 0.14, 0.54, 1.25, 0.49, 3.60, 5.19, 1.35
6730392, 3.21, 3.57, 2.38, 0.20, 0.20, 0.76, 0.21, 0.51, 0.80, 0.41, 2.58, 4.74, 1.57
6731964, 1.93, 3.22, 1.66, 0.09, 0.09, 0.57, 0.17, 0.73, 0.93, 0.49, 1.17, 0.86, 1.86
6732376, 2.55, 3.05, 1.52, 0.20, 0.20, 0.55, 0.23, 0.70, 0.37, 0.82, 4.16, 1.19, 2.02
6732448, 4.60, 3.07, 1.83, 0.21, 0.21, 0.66, 0.35, 0.66, 0.36, 0.41, 3.20, 5.05, 1.97
6733025, 2.93, 3.43, 2.04, 0.20, 0.20, 0.69, 0.21, 0.68, 0.39, 0.33, 3.21, 5.30, 2.06
6735539, 2.51, 2.82, 1.52, 0.18, 0.18, 0.48, 0.26, 0.65, 1.00, 0.46, 2.63, 4.27, 1.50
6735539, 2.51, 2.82, 1.78, 0.20, 0.20, 0.48, 0.26, 0.55, 0.66, 0.48, 1.26, 4.93, 1.69
6742683, 1.98, 3.35, 2.22, 0.17, 0.17, 0.62, 0.16, 0.53, 0.44, 0.55, 3.18, 1.18, 1.83
6744312, 3.21, 3.53, 1.92, 0.09, 0.09, 0.74, 0.22, 0.65, 1.13, 0.53, 3.86, 4.75, 1.71
6744645, 2.81, 3.59, 2.08, 0.34, 0.34, 0.74, 0.19, 0.63, 0.76, 0.62, 1.72, 4.54, 1.38
6752215, 1.74, 3.23, 1.69, 0.34, 0.34, 0.57, 0.15, 0.76, 0.68, 0.28, 3.62, 5.66, 1.53
6752307, 3.79, 3.28, 2.21, 0.13, 0.13, 0.69, 0.28, 0.42, 0.83, 0.50, 4.36, 2.00, 1.65
6753903, 3.55, 3.22, 2.03, 0.10, 0.10, 0.65, 0.27, 0.58, 0.92, 0.18, 4.24, 1.03, 1.93
6753972, 4.77, 3.22, 2.18, 0.09, 0.09, 0.72, 0.33, 0.42, 0.95, 0.30, 3.42, 1.45, 1.58
6758256, 1.79, 3.20, 2.23, 0.17, 0.17, 0.56, 0.16, 0.46, 0.82, 0.18, 4.12, 0.96, 1.52
6758804, 1.97, 3.77, 2.27, 0.20, 0.20, 0.77, 0.13, 0.49, 0.77, 0.93, 3.74, 1.64, 1.41
6761418, 2.60, 3.55, 2.06, 0.23, 0.23, 0.72, 0.18, 0.64, 0.61, 0.64, 3.74, 1.35, 1.75
6763820, 1.41, 3.13, 1.93, 0.18, 0.18, 0.52, 0.14, 0.57, 0.35, 0.68, 3.38, 4.43, 1.63
6765518, 1.51, 3.59, 2.71, 0.13, 0.13, 0.68, 0.11, 0.39, 0.50, 0.41, 4.43, 0.14, 1.70
6765862, 1.51, 3.60, 1.88, 0.33, 0.33, 0.68, 0.11, 0.72, 0.71, 0.61, 3.56, 5.29, 1.45
6768629, 3.44, 2.78, 1.64, 0.26, 0.26, 0.52, 0.33, 0.61, 0.65, 0.51, 3.46, 0.71, 1.57
6769574, 2.92, 3.42, 2.21, 0.15, 0.15, 0.69, 0.21, 0.47, 0.46, 0.80, 2.77, 5.09, 1.72
6771797, 2.94, 3.22, 2.38, 0.16, 0.16, 0.62, 0.24, 0.43, 0.52, 0.29, 3.60, 0.89, 1.70
6773193, 2.14, 3.09, 1.97, 0.19, 0.19, 0.54, 0.20, 0.53, 0.43, 0.66, 2.06, 4.79, 1.72
6773492, 1.75, 3.27, 1.65, 0.13, 0.13, 0.58, 0.15, 0.59, 0.72, 0.99, 2.22, 3.82, 1.59
6773476, 5.77, 3.20, 1.99, 0.04, 0.04, 0.76, 0.38, 0.51, 1.04, 0.33, 2.88, 4.32, 1.74
6776002, 2.36, 3.00, 1.57, 0.33, 0.33, 0.53, 0.23, 0.79, 0.56, 0.13, 4.73, 0.87, 1.59
6776232, 2.16, 3.69, 2.29, 0.13, 0.13, 0.75, 0.14, 0.55, 0.46, 0.79, 3.13, 4.00, 1.77
6776492, 3.33, 2.72, 1.56, 0.23, 0.23, 0.50, 0.34, 0.62, 1.05, 0.19, 3.71, 0.83, 1.43
6776912, 3.09, 2.92, 1.77, 0.17, 0.17, 0.54, 0.29, 0.53, 0.90, 0.46, 1.17, 5.04, 1.63
6778597, 3.53, 3.40, 1.95, 0.45, 0.45, 0.71, 0.25, 0.70, 0.65, 0.21, 2.95, 0.85, 1.06
6781309, 3.38, 2.60, 1.54, 0.26, 0.26, 0.47, 0.36, 0.65, 0.74, 0.31, 5.45, 1.76, 1.52
6781564, 3.77, 2.95, 2.01, 0.18, 0.18, 0.58, 0.33, 0.51, 0.56, 0.34, 3.49, 0.47, 1.75
6786584, 3.11, 3.02, 1.71, 0.24, 0.24, 0.57, 0.27, 0.68, 0.58, 0.51, 1.43, 5.03, 1.76
6786910, 3.36, 3.61, 2.53, 0.18, 0.18, 0.78, 0.22, 0.44, 0.78, 0.44, 1.39, 6.11, 1.31
6787622, 2.17, 3.79, 2.71, 0.11, 0.11, 0.79, 0.14, 0.41, 0.94, 0.27, 4.91, 1.32, 1.71
6788238, 4.22, 2.83, 1.88, 0.14, 0.14, 0.57, 0.37, 0.53, 0.68, 0.32, 2.71, 1.14, 1.67
6788570, 2.16, 2.97, 1.72, 0.33, 0.33, 0.51, 0.21, 0.68, 0.38, 0.49, 2.88, 1.39, 1.25
6789261, 2.80, 3.05, 2.12, 0.11, 0.11, 0.56, 0.25, 0.43, 0.85, 0.18, 2.58, 4.96, 1.57
6794058, 1.34, 3.93, 2.69, 0.15, 0.15, 0.80, 0.08, 0.46, 1.04, 0.20, 5.29, 5.42, 1.39
6795103, 2.53, 2.98, 1.66, 0.12, 0.12, 0.53, 0.24, 0.59, 0.81, 0.69, 2.54, 4.12, 1.63
6799126, 3.67, 3.35, 2.19, 0.10, 0.10, 0.70, 0.26, 0.50, 0.41, 0.70, 1.76, 0.63, 1.87
6800138, 5.47, 2.78, 1.68, 0.21, 0.21, 0.62, 0.44, 0.65, 0.54, 0.29, 4.71, 5.12, 1.61
6801599, 3.96, 2.65, 1.57, 0.34, 0.34, 0.51, 0.39, 0.68, 0.55, 0.29, 3.77, 0.14, 1.36
6801981, 1.93, 3.42, 2.03, 0.31, 0.31, 0.64, 0.15, 0.64, 0.65, 0.47, 3.49, 0.91, 1.48
6802613, 6.78, 3.10, 1.66, 0.13, 0.13, 0.78, 0.44, 0.61, 0.32, 0.88, 4.07, 1.88, 2.51
6807573, 1.92, 3.70, 2.44, 0.24, 0.24, 0.74, 0.13, 0.53, 0.84, 0.38, 5.16, 0.01, 1.28
6809551, 2.03, 3.74, 2.37, 0.12, 0.12, 0.76, 0.13, 0.55, 0.87, 0.48, 1.87, 5.61, 1.99
6809551, 2.03, 3.74, 2.24, 0.04, 0.04, 0.76, 0.13, 0.54, 0.99, 0.70, 2.87, 4.53, 2.01
6810231, 1.88, 3.07, 2.04, 0.21, 0.21, 0.53, 0.18, 0.54, 0.72, 0.27, 2.15, 0.28, 1.48
6811226, 3.31, 3.22, 2.09, 0.08, 0.08, 0.64, 0.26, 0.52, 0.99, 0.14, 2.31, 6.27, 1.78
6814610, 1.97, 3.83, 2.77, 0.10, 0.10, 0.79, 0.12, 0.42, 0.89, 0.19, 2.26, 5.08, 1.76
6816430, 1.80, 3.42, 1.65, 0.35, 0.35, 0.63, 0.14, 0.74, 0.91, 0.66, 2.92, 0.78, 1.42
6816716, 3.15, 2.99, 1.90, 0.34, 0.34, 0.56, 0.28, 0.61, 0.60, 0.25, 2.81, 0.35, 1.24
6818357, 2.95, 2.94, 1.78, 0.15, 0.15, 0.54, 0.28, 0.55, 0.70, 0.61, 5.48, 0.54, 1.41
6818907, 3.38, 2.94, 1.57, 0.23, 0.23, 0.56, 0.30, 0.60, 0.36, 0.89, 3.68, 5.40, 1.12
6825734, 1.99, 3.70, 2.78, 0.13, 0.13, 0.74, 0.13, 0.39, 0.74, 0.17, 4.05, 6.22, 1.60
6827888, 2.21, 3.51, 2.35, 0.20, 0.20, 0.68, 0.16, 0.47, 1.03, 0.19, 0.13, 2.24, 1.33
6828402, 3.75, 2.76, 1.75, 0.11, 0.11, 0.53, 0.36, 0.53, 0.89, 0.24, 4.28, 2.21, 1.66
6833120, 3.54, 3.10, 1.61, 0.32, 0.32, 0.62, 0.29, 0.74, 0.97, 0.30, 2.10, 1.16, 1.32
6833282, 2.71, 3.05, 1.63, 0.25, 0.25, 0.56, 0.24, 0.59, 0.76, 0.82, 1.05, 3.99, 1.60
6838053, 1.96, 3.38, 1.93, 0.33, 0.33, 0.63, 0.16, 0.68, 0.92, 0.22, 1.84, 0.61, 1.30
6841346, 5.37, 2.96, 1.98, 0.30, 0.30, 0.67, 0.40, 0.55, 0.46, 0.35, 3.26, 5.66, 1.23
6841636, 2.42, 3.59, 2.05, 0.27, 0.27, 0.73, 0.17, 0.66, 0.44, 0.64, 3.02, 0.07, 1.66
6845603, 2.61, 3.13, 1.65, 0.10, 0.10, 0.58, 0.23, 0.73, 0.69, 0.45, 1.91, 1.14, 2.05
6845666, 1.89, 3.84, 2.04, 0.31, 0.31, 0.79, 0.12, 0.65, 0.68, 0.89, 3.64, 5.86, 1.41
6848009, 2.70, 2.68, 1.76, 0.22, 0.22, 0.45, 0.30, 0.59, 0.34, 0.36, 3.79, 2.43, 1.58
6851489, 3.74, 3.53, 2.55, 0.06, 0.06, 0.77, 0.24, 0.38, 0.78, 0.39, 0.63, 5.32, 1.70
6854783, 2.02, 3.73, 2.26, 0.27, 0.27, 0.76, 0.13, 0.59, 0.69, 0.68, 3.67, 6.07, 1.51
6856663, 1.69, 3.55, 1.81, 0.40, 0.40, 0.67, 0.13, 0.73, 1.04, 0.45, 1.61, 4.67, 1.35
6857229, 2.12, 3.38, 2.08, 0.18, 0.18, 0.64, 0.17, 0.55, 0.68, 0.67, 3.60, 2.11, 1.50
6858012, 3.16, 3.07, 1.84, 0.14, 0.14, 0.59, 0.27, 0.55, 0.49, 0.74, 4.02, 5.30, 1.62
6860380, 2.18, 3.71, 2.56, 0.09, 0.09, 0.76, 0.14, 0.46, 0.89, 0.37, 3.65, 1.92, 1.78
6865278, 3.21, 3.17, 1.79, 0.41, 0.41, 0.62, 0.26, 0.69, 0.41, 0.49, 1.88, 5.27, 1.08
6865808, 2.59, 3.23, 2.31, 0.22, 0.22, 0.61, 0.21, 0.49, 0.46, 0.24, 3.93, 5.56, 1.44
6867889, 2.48, 3.09, 1.87, 0.07, 0.07, 0.56, 0.22, 0.55, 1.12, 0.23, 6.12, 1.08, 1.59
6868069, 2.83, 2.97, 1.57, 0.24, 0.24, 0.54, 0.26, 0.68, 0.79, 0.60, 6.21, 0.39, 1.22
6872952, 1.57, 3.72, 2.45, 0.13, 0.13, 0.73, 0.11, 0.55, 0.74, 0.33, 2.44, 5.09, 1.97
6877291, 7.76, 2.89, 1.71, 0.13, 0.13, 0.77, 0.51, 0.68, 0.59, 0.06, 3.47, 1.25, 2.10
6881656, 3.23, 2.97, 1.54, 0.26, 0.26, 0.56, 0.29, 0.75, 0.74, 0.38, 1.96, 4.05, 1.70
6882667, 2.40, 3.05, 1.96, 0.14, 0.14, 0.54, 0.22, 0.48, 0.69, 0.60, 4.12, 2.29, 1.54
6885554, 3.17, 3.06, 1.96, 0.33, 0.33, 0.59, 0.27, 0.59, 0.49, 0.38, 1.74, 4.53, 1.27
6889058, 2.38, 2.98, 1.74, 0.34, 0.34, 0.52, 0.23, 0.65, 0.83, 0.34, 4.10, 1.12, 1.34
6890301, 1.71, 3.06, 1.70, 0.16, 0.16, 0.51, 0.17, 0.60, 0.47, 0.83, 4.68, 0.43, 1.84
6890777, 3.28, 2.80, 1.74, 0.10, 0.10, 0.51, 0.32, 0.59, 0.87, 0.07, 3.49, 4.80, 1.75
6891042, 6.14, 2.38, 1.63, 0.17, 0.17, 0.55, 0.56, 0.51, 0.41, 0.33, 3.59, 0.64, 1.77
6891360, 2.74, 3.38, 2.28, 0.21, 0.21, 0.67, 0.21, 0.47, 0.60, 0.60, 2.27, 4.74, 1.48
6892747, 3.51, 3.01, 1.91, 0.07, 0.07, 0.59, 0.30, 0.57, 0.87, 0.20, 2.32, 1.16, 1.84
6893804, 2.50, 3.71, 2.40, 0.14, 0.14, 0.77, 0.16, 0.53, 0.90, 0.43, 2.17, 1.05, 1.62
6893858, 6.83, 3.12, 1.78, 0.22, 0.22, 0.79, 0.44, 0.55, 0.31, 0.88, 2.22, 5.28, 1.07
6899838, 7.20, 3.01, 2.08, 0.26, 0.26, 0.77, 0.47, 0.51, 0.35, 0.40, 2.45, 0.52, 1.20
6900215, 4.89, 2.97, 1.97, 0.08, 0.08, 0.64, 0.38, 0.45, 0.82, 0.39, 5.58, 0.75, 1.54
6900752, 6.69, 2.88, 1.97, 0.15, 0.15, 0.71, 0.47, 0.44, 0.40, 0.60, 2.26, 4.34, 1.50
6902662, 2.20, 3.58, 1.83, 0.21, 0.21, 0.71, 0.16, 0.62, 0.39, 1.08, 2.77, 3.95, 1.38
6902852, 1.91, 3.12, 1.69, 0.06, 0.06, 0.54, 0.18, 0.60, 0.75, 0.81, 3.00, 3.82, 1.58
6903708, 4.30, 3.43, 1.62, 0.41, 0.41, 0.76, 0.28, 0.75, 1.26, 0.45, 3.33, 5.57, 1.26
6904173, 2.58, 3.60, 2.06, 0.16, 0.16, 0.74, 0.18, 0.56, 0.92, 0.81, 4.97, 3.03, 1.64
6905805, 1.92, 3.15, 1.99, 0.11, 0.11, 0.55, 0.18, 0.59, 0.88, 0.13, 5.54, 1.20, 1.85
6907836, 4.58, 3.24, 1.77, 0.37, 0.37, 0.71, 0.32, 0.71, 0.58, 0.47, 3.01, 0.18, 1.38
6909021, 2.22, 3.35, 2.05, 0.15, 0.15, 0.63, 0.18, 0.53, 0.38, 0.85, 1.98, 3.50, 1.58
6909725, 1.30, 3.68, 1.99, 0.08, 0.08, 0.70, 0.09, 0.65, 1.23, 0.54, 3.23, 4.54, 1.79
6913519, 2.42, 2.66, 1.72, 0.27, 0.27, 0.43, 0.28, 0.60, 0.44, 0.32, 4.41, 0.38, 1.47
6913897, 1.84, 3.52, 1.79, 0.19, 0.19, 0.67, 0.14, 0.73, 1.23, 0.25, 4.00, 5.63, 1.71
6914240, 4.15, 3.50, 1.73, 0.24, 0.24, 0.78, 0.27, 0.76, 0.86, 0.45, 2.30, 0.72, 1.75
6917166, 5.15, 2.46, 1.53, 0.17, 0.17, 0.52, 0.50, 0.55, 0.64, 0.42, 3.65, 1.73, 1.56
6920592, 3.80, 2.95, 1.76, 0.22, 0.22, 0.58, 0.33, 0.55, 0.91, 0.48, 4.13, 6.06, 1.37
6923966, 5.04, 2.78, 1.67, 0.15, 0.15, 0.60, 0.43, 0.56, 1.00, 0.17, 1.89, 0.60, 1.43
6925387, 1.95, 3.75, 1.66, 0.45, 0.45, 0.76, 0.13, 0.79, 0.74, 0.72, 1.84, 0.33, 1.16
6928677, 2.29, 3.60, 2.22, 0.20, 0.20, 0.72, 0.16, 0.59, 0.98, 0.26, 2.06, 0.44, 1.59
6929150, 5.62, 2.96, 1.99, 0.11, 0.11, 0.68, 0.42, 0.45, 0.54, 0.57, 4.52, 2.52, 1.81
6933714, 5.12, 3.18, 1.78, 0.08, 0.08, 0.72, 0.36, 0.63, 1.22, 0.19, 4.80, 0.67, 1.80
6934113, 3.11, 3.21, 2.28, 0.17, 0.17, 0.63, 0.25, 0.47, 0.60, 0.30, 1.19, 0.18, 1.42
6934557, 1.61, 3.77, 2.27, 0.09, 0.09, 0.75, 0.11, 0.49, 0.43, 1.05, 2.35, 3.99, 1.91
6942193, 5.02, 3.11, 1.97, 0.12, 0.12, 0.69, 0.36, 0.46, 0.32, 0.82, 3.41, 2.35, 1.14
6944774, 5.62, 3.17, 1.93, 0.19, 0.19, 0.74, 0.38, 0.59, 0.36, 0.64, 4.71, 0.82, 1.91
6951214, 3.20, 3.34, 1.88, 0.25, 0.25, 0.68, 0.24, 0.60, 0.79, 0.75, 2.92, 1.30, 1.29
6951530, 2.89, 3.02, 1.96, 0.20, 0.20, 0.56, 0.26, 0.61, 0.51, 0.07, 0.84, 5.36, 1.78
6955412, 1.68, 3.43, 2.46, 0.09, 0.09, 0.63, 0.13, 0.42, 0.72, 0.39, 4.51, 5.63, 1.59
6956477, 2.00, 3.40, 2.27, 0.12, 0.12, 0.64, 0.16, 0.46, 0.62, 0.64, 2.51, 1.36, 1.44
6956698, 3.37, 3.33, 2.03, 0.17, 0.17, 0.68, 0.25, 0.63, 0.70, 0.34, 2.21, 0.92, 1.78
6956814, 2.44, 3.75, 2.77, 0.12, 0.12, 0.79, 0.16, 0.38, 0.83, 0.25, 3.60, 5.35, 1.53
6957737, 1.83, 3.28, 2.21, 0.17, 0.17, 0.59, 0.16, 0.49, 0.54, 0.57, 4.59, 2.36, 1.71
6957935, 3.93, 3.26, 1.75, 0.37, 0.37, 0.69, 0.29, 0.71, 1.09, 0.19, 1.59, 4.57, 1.28
6957935, 3.93, 3.26, 2.16, 0.07, 0.07, 0.69, 0.29, 0.46, 1.03, 0.15, 1.08, 4.65, 1.71
6961691, 3.01, 3.21, 2.19, 0.23, 0.23, 0.62, 0.24, 0.48, 0.72, 0.40, 4.35, 2.08, 1.35
6963678, 3.32, 3.55, 2.42, 0.06, 0.06, 0.76, 0.22, 0.42, 1.03, 0.30, 2.45, 6.24, 1.77
6969799, 2.52, 3.62, 2.13, 0.14, 0.14, 0.74, 0.17, 0.52, 0.79, 0.88, 3.07, 5.62, 1.90
6969872, 2.05, 3.17, 1.68, 0.20, 0.20, 0.56, 0.18, 0.64, 1.40, 0.16, 4.46, 4.27, 1.26
6971154, 3.16, 2.82, 1.87, 0.17, 0.17, 0.51, 0.31, 0.52, 0.82, 0.09, 3.32, 5.74, 1.49
6973742, 1.97, 3.85, 2.41, 0.18, 0.18, 0.80, 0.12, 0.46, 0.58, 0.98, 3.31, 5.86, 1.53
6980907, 1.59, 2.99, 1.66, 0.20, 0.20, 0.48, 0.16, 0.69, 0.71, 0.50, 3.24, 1.79, 1.68
6981977, 3.22, 3.48, 2.41, 0.07, 0.07, 0.73, 0.22, 0.36, 0.78, 0.60, 3.25, 1.60, 1.47
6982607, 3.24, 3.13, 1.98, 0.34, 0.34, 0.61, 0.27, 0.60, 0.50, 0.41, 3.12, 1.23, 1.14
6985365, 4.83, 3.24, 1.82, 0.12, 0.12, 0.73, 0.33, 0.68, 0.79, 0.38, 0.94, 0.17, 1.89
6986526, 2.41, 3.72, 2.35, 0.15, 0.15, 0.77, 0.16, 0.59, 0.40, 0.55, 3.06, 5.44, 2.17
6987660, 1.84, 3.09, 2.16, 0.23, 0.23, 0.53, 0.17, 0.51, 0.54, 0.25, 3.80, 1.08, 1.50
6988110, 2.28, 3.18, 1.81, 0.24, 0.24, 0.58, 0.20, 0.69, 0.92, 0.04, 3.10, 4.54, 1.58
6989967, 1.92, 3.83, 2.21, 0.26, 0.26, 0.79, 0.12, 0.60, 0.88, 0.74, 4.21, 1.55, 1.60
6989967, 1.92, 3.83, 2.53, 0.12, 0.12, 0.79, 0.12, 0.48, 0.99, 0.51, 4.62, 1.21, 1.89
6990522, 1.75, 3.62, 2.70, 0.17, 0.17, 0.70, 0.13, 0.41, 0.51, 0.40, 3.02, 5.74, 1.64
6995665, 2.15, 3.36, 1.82, 0.02, 0.02, 0.63, 0.17, 0.48, 1.07, 0.83, 1.97, 3.51, 1.52
6998836, 2.66, 3.19, 1.52, 0.23, 0.23, 0.60, 0.22, 0.72, 0.37, 0.88, 4.43, 1.21, 1.88
7000570, 2.78, 3.47, 2.01, 0.11, 0.11, 0.70, 0.20, 0.56, 1.31, 0.31, 2.64, 5.79, 1.75
7001626, 2.72, 3.30, 2.03, 0.21, 0.21, 0.64, 0.21, 0.55, 1.15, 0.11, 4.90, 5.96, 1.29
